id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
437,2017-05-04 09:28:19.780880+00:00,"[4, 1, 2, 3]",1,1,118,103,221,6,5,11,"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","id: 417, experienced: True, age: 30","id: 1, title: Building geometry and metadata",30,1
460,2017-05-04 11:57:38.095968+00:00,"[4, 1, 2, 3]",1,1,88,112,200,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 427, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
462,2017-05-04 12:02:49.473509+00:00,"[4, 1, 3, 2]",1,1,137,157,294,5,3,8,"[1, 3, 4, 5, 6]","[3, 5, 6]","id: 428, experienced: True, age: 36","id: 1, title: Building geometry and metadata",36,1
478,2017-05-04 13:50:49.964575+00:00,"[4, 3, 2, 1]",1,3,130,34,164,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 436, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
481,2017-05-04 15:27:24.165405+00:00,"[4, 1, 2, 3]",1,1,110,93,203,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 441, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
490,2017-05-04 16:14:15.061652+00:00,"[4, 2, 1, 3]",1,2,129,61,190,5,4,9,"[2, 3, 4, 5, 6]","[2, 3, 5, 6]","id: 443, experienced: True, age: 56","id: 1, title: Building geometry and metadata",56,1
495,2017-05-04 20:14:05.487731+00:00,"[4, 1, 2, 3]",1,1,66,71,137,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 447, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
501,2017-05-04 21:52:51.797734+00:00,"[4, 2, 3, 1]",1,3,54,48,102,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 448, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
503,2017-05-05 04:34:25.298688+00:00,"[4, 1, 2, 3]",1,1,79,135,214,5,5,10,"[1, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 450, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
509,2017-05-05 06:33:35.491302+00:00,"[4, 3, 1, 2]",1,2,53,64,117,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 452, experienced: True, age: 38","id: 1, title: Building geometry and metadata",38,1
514,2017-05-05 06:42:17.976154+00:00,"[4, 2, 3, 1]",1,3,87,98,185,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 451, experienced: True, age: 43","id: 1, title: Building geometry and metadata",43,1
517,2017-05-05 06:48:22.965911+00:00,"[4, 3, 2, 1]",1,3,63,30,93,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 454, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
521,2017-05-05 07:21:12.513563+00:00,"[4, 3, 2, 1]",1,3,105,57,162,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 453, experienced: True, age: 51","id: 1, title: Building geometry and metadata",51,1
526,2017-05-05 07:37:11.983314+00:00,"[4, 3, 1, 2]",1,2,38,66,104,2,5,7,"[15, 16]","[15, 16, 17, 18, 20]","id: 459, experienced: True, age: 51","id: 1, title: Building geometry and metadata",51,1
529,2017-05-05 07:40:01.173398+00:00,"[4, 1, 2, 3]",1,1,540,115,655,5,5,10,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 456, experienced: True, age: 42","id: 1, title: Building geometry and metadata",42,1
532,2017-05-05 07:44:49.156969+00:00,"[4, 1, 3, 2]",1,1,148,120,268,5,5,10,"[9, 10, 11, 12, 13]","[9, 10, 12, 13, 14]","id: 462, experienced: True, age: 39","id: 1, title: Building geometry and metadata",39,1
536,2017-05-05 07:48:57.731096+00:00,"[4, 3, 2, 1]",1,3,93,95,188,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 460, experienced: True, age: 36","id: 1, title: Building geometry and metadata",36,1
541,2017-05-05 08:09:46.038820+00:00,"[4, 3, 1, 2]",1,2,75,54,129,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 465, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
550,2017-05-05 08:42:18.208324+00:00,"[4, 3, 2, 1]",1,3,177,105,282,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5, 6]","id: 466, experienced: True, age: 52","id: 1, title: Building geometry and metadata",52,1
554,2017-05-05 09:58:51.902544+00:00,"[4, 3, 1, 2]",1,2,60,47,107,5,4,9,"[15, 16, 17, 19, 20]","[17, 18, 19, 20]","id: 471, experienced: True, age: 42","id: 1, title: Building geometry and metadata",42,1
559,2017-05-05 10:13:04.600167+00:00,"[4, 1, 2, 3]",1,1,82,58,140,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 473, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
567,2017-05-05 10:25:39.679592+00:00,"[4, 1, 3, 2]",1,1,134,98,232,5,4,9,"[2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 474, experienced: True, age: 45","id: 1, title: Building geometry and metadata",45,1
573,2017-05-05 10:33:40.973103+00:00,"[4, 3, 2, 1]",1,3,79,167,246,4,5,9,"[10, 11, 12, 14]","[10, 11, 12, 13, 14]","id: 472, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
593,2017-05-05 10:55:51.423639+00:00,"[4, 2, 3, 1]",1,3,75,30,105,4,4,8,"[15, 17, 18, 20]","[16, 18, 19, 20]","id: 476, experienced: True, age: 46","id: 1, title: Building geometry and metadata",46,1
597,2017-05-05 10:57:17.179594+00:00,"[4, 3, 1, 2]",1,2,170,125,295,5,6,11,"[15, 16, 17, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 478, experienced: True, age: 54","id: 1, title: Building geometry and metadata",54,1
617,2017-05-05 12:13:32.865368+00:00,"[4, 1, 3, 2]",1,1,68,63,131,4,4,8,"[2, 3, 5, 6]","[1, 2, 3, 4]","id: 507, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
659,2017-05-05 18:02:08.657868+00:00,"[4, 1, 3, 2]",1,1,126,86,212,5,4,9,"[9, 10, 11, 12, 14]","[9, 10, 13, 14]","id: 534, experienced: True, age: 36","id: 1, title: Building geometry and metadata",36,1
668,2017-05-05 19:56:04.497199+00:00,"[4, 3, 1, 2]",1,2,139,47,186,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 537, experienced: True, age: 33","id: 1, title: Building geometry and metadata",33,1
673,2017-05-05 20:15:44.238226+00:00,"[4, 3, 2, 1]",1,3,58,33,91,5,5,10,"[2, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 538, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
682,2017-05-06 10:03:39.800808+00:00,"[4, 1, 2, 3]",1,1,78,53,131,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 547, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
687,2017-05-06 10:19:04.700384+00:00,"[4, 2, 1, 3]",1,2,45,29,74,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 548, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
691,2017-05-06 11:07:08.551978+00:00,"[4, 2, 1, 3]",1,2,83,37,120,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 549, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
708,2017-05-07 07:46:39.905579+00:00,"[4, 1, 2, 3]",1,1,327,330,657,3,4,7,"[17, 18, 19]","[17, 18, 19, 20]","id: 556, experienced: True, age: 54","id: 1, title: Building geometry and metadata",54,1
718,2017-05-07 14:24:14.301646+00:00,"[4, 3, 2, 1]",1,3,164,70,234,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 560, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
724,2017-05-07 15:16:22.813112+00:00,"[4, 1, 3, 2]",1,1,141,151,292,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 562, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
743,2017-05-08 06:14:18.425255+00:00,"[4, 1, 2, 3]",1,1,79,389,468,3,5,8,"[10, 11, 12]","[10, 11, 12, 13, 14]","id: 570, experienced: True, age: 35","id: 1, title: Building geometry and metadata",35,1
753,2017-05-08 06:49:46.664268+00:00,"[4, 2, 3, 1]",1,3,71,32,103,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 573, experienced: True, age: 30","id: 1, title: Building geometry and metadata",30,1
777,2017-05-08 10:33:16.535606+00:00,"[4, 3, 2, 1]",1,3,90,40,130,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 589, experienced: True, age: 52","id: 1, title: Building geometry and metadata",52,1
793,2017-05-08 14:20:03.736344+00:00,"[4, 2, 3, 1]",1,3,62,39,101,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 592, experienced: True, age: 25","id: 1, title: Building geometry and metadata",25,1
800,2017-05-08 19:54:19.149492+00:00,"[4, 2, 1, 3]",1,2,87,71,158,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 594, experienced: True, age: 50","id: 1, title: Building geometry and metadata",50,1
803,2017-05-08 22:05:51.272591+00:00,"[4, 1, 3, 2]",1,1,46,33,79,3,6,9,"[17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 596, experienced: True, age: 33","id: 1, title: Building geometry and metadata",33,1
810,2017-05-09 08:20:27.027452+00:00,"[4, 2, 1, 3]",1,2,105,544,649,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 597, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
813,2017-05-09 08:24:53.189354+00:00,"[4, 2, 3, 1]",1,3,98,91,189,5,5,10,"[10, 11, 12, 13, 14]","[10, 11, 12, 13, 14]","id: 598, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
