id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
415,2017-05-04 07:00:22.979553+00:00,"[4, 3, 1, 2]",2,3,101,62,163,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 406, experienced: True, age: 34","id: 2, title: Building geometry and metadata",34,2
186,2017-05-02 10:47:38.432350+00:00,"[4, 3, 2, 1]",3,1,90,46,136,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 225, experienced: True, age: 25","id: 3, title: Building geometry and metadata",25,3
410,2017-05-04 05:27:48.933633+00:00,"[4, 2, 1, 3]",1,2,88,45,133,5,6,11,"[1, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 402, experienced: True, age: 39","id: 1, title: Building geometry and metadata",39,1
521,2017-05-05 07:21:12.513563+00:00,"[4, 3, 2, 1]",1,3,105,57,162,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 453, experienced: True, age: 51","id: 1, title: Building geometry and metadata",51,1
536,2017-05-05 07:48:57.731096+00:00,"[4, 3, 2, 1]",1,3,93,95,188,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 460, experienced: True, age: 36","id: 1, title: Building geometry and metadata",36,1
360,2017-05-03 18:56:11.983939+00:00,"[4, 1, 3, 2]",1,1,93,70,163,6,5,11,"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","id: 355, experienced: True, age: 29","id: 1, title: Building geometry and metadata",29,1
776,2017-05-08 10:30:27.489030+00:00,"[4, 3, 2, 1]",2,2,92,54,146,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 589, experienced: True, age: 52","id: 2, title: Building geometry and metadata",52,2
777,2017-05-08 10:33:16.535606+00:00,"[4, 3, 2, 1]",1,3,90,40,130,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 589, experienced: True, age: 52","id: 1, title: Building geometry and metadata",52,1
550,2017-05-05 08:42:18.208324+00:00,"[4, 3, 2, 1]",1,3,177,105,282,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5, 6]","id: 466, experienced: True, age: 52","id: 1, title: Building geometry and metadata",52,1
357,2017-05-03 18:47:58.906560+00:00,"[4, 3, 2, 1]",1,3,92,76,168,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 351, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
791,2017-05-08 14:15:09.918510+00:00,"[4, 2, 3, 1]",2,1,82,58,140,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 592, experienced: True, age: 25","id: 2, title: Building geometry and metadata",25,2
559,2017-05-05 10:13:04.600167+00:00,"[4, 1, 2, 3]",1,1,82,58,140,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 473, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
560,2017-05-05 10:14:54.190623+00:00,"[4, 1, 2, 3]",2,2,56,33,89,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 473, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
561,2017-05-05 10:15:35.287387+00:00,"[4, 3, 2, 1]",2,2,83,148,231,6,5,11,"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","id: 472, experienced: True, age: 34","id: 2, title: Building geometry and metadata",34,2
338,2017-05-03 17:38:23.118808+00:00,"[4, 3, 2, 1]",1,3,77,105,182,6,5,11,"[15, 16, 17, 18, 19, 20]","[16, 17, 18, 19, 20]","id: 333, experienced: True, age: 27","id: 1, title: Building geometry and metadata",27,1
335,2017-05-03 17:34:37.886723+00:00,"[4, 3, 2, 1]",2,2,127,80,207,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 333, experienced: True, age: 27","id: 2, title: Building geometry and metadata",27,2
326,2017-05-03 16:21:57.847912+00:00,"[4, 2, 1, 3]",3,3,285,61,346,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19]","id: 306, experienced: True, age: 46","id: 3, title: Building geometry and metadata",46,3
314,2017-05-03 15:14:29.242774+00:00,"[4, 1, 2, 3]",1,1,77,68,145,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 298, experienced: True, age: 31","id: 1, title: Building geometry and metadata",31,1
313,2017-05-03 15:14:23.432081+00:00,"[4, 3, 1, 2]",2,3,50,28,78,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 296, experienced: True, age: 43","id: 2, title: Building geometry and metadata",43,2
597,2017-05-05 10:57:17.179594+00:00,"[4, 3, 1, 2]",1,2,170,125,295,5,6,11,"[15, 16, 17, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 478, experienced: True, age: 54","id: 1, title: Building geometry and metadata",54,1
295,2017-05-03 14:00:08.935767+00:00,"[4, 3, 1, 2]",1,2,94,30,124,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 284, experienced: True, age: 45","id: 1, title: Building geometry and metadata",45,1
284,2017-05-03 12:58:13.210886+00:00,"[4, 1, 3, 2]",3,2,59,44,103,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 275, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
283,2017-05-03 12:56:11.525835+00:00,"[4, 1, 3, 2]",1,1,76,66,142,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 275, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
278,2017-05-03 12:37:45.100272+00:00,"[4, 3, 2, 1]",1,3,59,28,87,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 273, experienced: True, age: 31","id: 1, title: Building geometry and metadata",31,1
266,2017-05-03 11:33:54.989499+00:00,"[4, 3, 1, 2]",3,1,132,50,182,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 265, experienced: True, age: 49","id: 3, title: Building geometry and metadata",49,3
667,2017-05-05 19:52:15.433360+00:00,"[4, 3, 1, 2]",3,1,226,61,287,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 537, experienced: True, age: 33","id: 3, title: Building geometry and metadata",33,3
668,2017-05-05 19:56:04.497199+00:00,"[4, 3, 1, 2]",1,2,139,47,186,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 537, experienced: True, age: 33","id: 1, title: Building geometry and metadata",33,1
671,2017-05-05 20:11:54.853773+00:00,"[4, 3, 2, 1]",3,1,106,60,166,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 538, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
255,2017-05-03 10:45:19.022732+00:00,"[4, 1, 3, 2]",2,3,153,60,213,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 252, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
222,2017-05-03 08:00:11.720747+00:00,"[4, 3, 2, 1]",2,2,75,78,153,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 238, experienced: True, age: 32","id: 2, title: Building geometry and metadata",32,2
682,2017-05-06 10:03:39.800808+00:00,"[4, 1, 2, 3]",1,1,78,53,131,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 547, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
212,2017-05-03 07:42:37.687071+00:00,"[4, 2, 1, 3]",2,1,94,117,211,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 234, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
367,2017-05-03 19:15:44.801740+00:00,"[4, 3, 2, 1]",2,2,113,63,176,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 358, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
182,2017-05-02 10:30:03.899857+00:00,"[4, 1, 3, 2]",2,3,36,16,52,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 221, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
401,2017-05-03 21:46:47.186550+00:00,"[4, 1, 2, 3]",1,1,425,112,537,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 391, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
774,2017-05-08 10:27:38.242382+00:00,"[4, 3, 2, 1]",3,1,208,78,286,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 589, experienced: True, age: 52","id: 3, title: Building geometry and metadata",52,3
541,2017-05-05 08:09:46.038820+00:00,"[4, 3, 1, 2]",1,2,75,54,129,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 465, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
543,2017-05-05 08:12:13.601514+00:00,"[4, 3, 1, 2]",2,3,70,56,126,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 465, experienced: True, age: 44","id: 2, title: Building geometry and metadata",44,2
691,2017-05-06 11:07:08.551978+00:00,"[4, 2, 1, 3]",1,2,83,37,120,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 549, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
272,2017-05-03 11:42:14.161811+00:00,"[4, 3, 1, 2]",2,3,101,39,140,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 265, experienced: True, age: 49","id: 2, title: Building geometry and metadata",49,2
793,2017-05-08 14:20:03.736344+00:00,"[4, 2, 3, 1]",1,3,62,39,101,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 592, experienced: True, age: 25","id: 1, title: Building geometry and metadata",25,1
692,2017-05-06 11:09:30.045814+00:00,"[4, 2, 1, 3]",3,3,68,54,122,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 549, experienced: True, age: 23","id: 3, title: Building geometry and metadata",23,3
353,2017-05-03 18:38:23.543983+00:00,"[4, 3, 2, 1]",1,3,32,25,57,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 350, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
189,2017-05-02 10:51:34.949623+00:00,"[4, 3, 2, 1]",1,3,45,34,79,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 225, experienced: True, age: 25","id: 1, title: Building geometry and metadata",25,1
345,2017-05-03 17:54:42.234377+00:00,"[4, 2, 1, 3]",1,2,118,76,194,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 340, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
460,2017-05-04 11:57:38.095968+00:00,"[4, 1, 2, 3]",1,1,88,112,200,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 427, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
669,2017-05-05 19:57:37.951020+00:00,"[4, 3, 1, 2]",2,3,53,23,76,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 537, experienced: True, age: 33","id: 2, title: Building geometry and metadata",33,2
402,2017-05-03 21:54:12.877433+00:00,"[4, 1, 2, 3]",2,2,326,42,368,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 391, experienced: True, age: 44","id: 2, title: Building geometry and metadata",44,2
495,2017-05-04 20:14:05.487731+00:00,"[4, 1, 2, 3]",1,1,66,71,137,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 447, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
564,2017-05-05 10:17:36.521491+00:00,"[4, 1, 2, 3]",3,3,75,36,111,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 473, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
461,2017-05-04 12:00:26.700462+00:00,"[4, 1, 2, 3]",2,2,73,75,148,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 427, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
160,2017-05-02 09:17:39.976451+00:00,"[4, 1, 3, 2]",2,3,83,33,116,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 208, experienced: True, age: 25","id: 2, title: Building geometry and metadata",25,2
325,2017-05-03 16:15:45.786793+00:00,"[4, 2, 1, 3]",1,2,163,73,236,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 306, experienced: True, age: 46","id: 1, title: Building geometry and metadata",46,1
324,2017-05-03 16:11:03.600636+00:00,"[4, 2, 1, 3]",2,1,204,84,288,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 306, experienced: True, age: 46","id: 2, title: Building geometry and metadata",46,2
683,2017-05-06 10:06:14.755922+00:00,"[4, 1, 2, 3]",2,2,81,57,138,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 547, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
180,2017-05-02 10:26:43.697271+00:00,"[4, 1, 3, 2]",1,1,53,55,108,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 221, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
792,2017-05-08 14:17:42.274407+00:00,"[4, 2, 3, 1]",3,2,77,52,129,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 592, experienced: True, age: 25","id: 3, title: Building geometry and metadata",25,3
311,2017-05-03 15:12:45.750397+00:00,"[4, 3, 1, 2]",1,2,63,36,99,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 296, experienced: True, age: 43","id: 1, title: Building geometry and metadata",43,1
307,2017-05-03 15:10:30.784334+00:00,"[4, 3, 1, 2]",3,1,93,64,157,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 296, experienced: True, age: 43","id: 3, title: Building geometry and metadata",43,3
403,2017-05-03 21:57:13.003321+00:00,"[4, 1, 2, 3]",3,3,124,29,153,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 391, experienced: True, age: 44","id: 3, title: Building geometry and metadata",44,3
499,2017-05-04 21:48:11.519363+00:00,"[4, 2, 3, 1]",2,1,76,117,193,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 448, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
